hashtags,dates,tweets,location,followers,fav,reply,retweet
rahulgandhi,Thu Apr 24 10:23:41 +0000 2014,"I Voted to @INCIndia

Har Haat Shakti Har Haat Tarraki. 

#RahulGandhi.",Madhya Pradesh,13768,0,0,0
rahulgandhi,Thu Apr 24 08:58:42 +0000 2014,The Prime Minister and my mother are both my gurus and political mentors whom I love and admire greatly : #RahulGandhi to The Hindu,Madhya Pradesh,13768,0,0,0
rahulgandhi,Thu Apr 24 08:56:44 +0000 2014,"We guarantee to give Right to Pension for the old people : #RahulGandhi at Hargaon, Uttar Pradesh Live at http://t.co/xLpkX3H3iX",Madhya Pradesh,13768,0,0,0
rahulgandhi,Thu Apr 24 08:56:38 +0000 2014,"Industrial corridor, is India's biggest manufacturing project,it will help create million jobs for the youth : #RahulGandhi at Hargaon",Madhya Pradesh,13768,0,0,0
RGinUP,Thu Apr 24 10:21:35 +0000 2014,"#Rahul #Gandhi will address a public rally shortly at #Misrikh , #UttarPradesh 

#RGinUP",Madhya Pradesh,13768,0,0,0
INCIndia,Fri May 09 09:02:31 +0000 2014,"Why bjp didn'tmade
#young person as Minster intherecabinet.
where as #Incindia hasgiven chanceto #sachinpoilt  tobe apartof cabinet minister",Madhya Pradesh,123,0,0,0
rahulgandhi,Sun Apr 27 10:39:23 +0000 2014,"@INCIndia #RahulGandhi With the ascension of Namoji to power, all poor and wek will turn into rich and strong. Do u have a problem with tht?",Madhya Pradesh,132,0,0,0
soniagandhi,Sat May 03 09:22:18 +0000 2014,.#SoniaGandhi और #SunnyLeon दोनो मे एक समानता है। दोनो विदेशी है दोनो ही भारत मे लोकप्रिय है और दोनो ही भारत को बर्बाद कर रही है #inced,Madhya Pradesh,176473,5,14,2
soniagandhi,Fri May 09 11:38:03 +0000 2014,सोनिया गांधी की बिहार में रैली। बोलीं- भूमि अधिग्रहण बिल हमने आपको दिया है जिससे आपसे आपकी जमीन कोई जबर्दस्ती नहीं छीन सकता। #SoniaGandhi,Madhya Pradesh,104946,6,5,0
rahulgandhi,Mon May 12 06:06:55 +0000 2014,"""@Pressbrief: #RahulGandhi:  Unlike the BJP, we did not try to demean or degrade the constitutional authority of Election Commission""",Madhya Pradesh,213,0,0,0
soniagandhi,Tue May 06 04:15:58 +0000 2014,#SoniaGandhi: The country is passing through a very crucial period. There are people who talk big and approach voters with tall promises,Madhya Pradesh,7071,2,7,0
rahulgandhi,Fri May 09 10:53:35 +0000 2014,#RahulGandhi at Domariyaganj (UP):  We held discussions with various sections of the society before finalising our poll manifesto,Madhya Pradesh,7071,1,3,1
soniagandhi,Fri May 09 11:08:11 +0000 2014,#SoniaGandhi at Bihar: This soil is mixed with the bloods of several Indians who gave away their lives for the country,Madhya Pradesh,7071,1,1,0
rahulgandhi,Mon May 12 05:34:16 +0000 2014,#RahulGandhi: Our opponents want an India in which power is centralized in the hands of a few individuals. #Congress stands for all,Madhya Pradesh,7071,2,1,0
soniagandhi,Sat May 10 04:31:09 +0000 2014,#SoniaGandhi asks #Modi - Why convicted ministers are still continuing in your state cabinet?,Madhya Pradesh,7071,2,4,0
soniagandhi,Tue Apr 29 04:18:48 +0000 2014,Watch: Voters in a Rae Bareli village say they've never seen Sonia http://t.co/Usb9GHKhSe #RaeBareli #SoniaGandhi #Elections2014,Madhya Pradesh,19960,1,4,0
soniagandhi,Sat May 03 00:25:11 +0000 2014,"Those of us who #voted the #Congress into its 2nd term, made a big mistake in failing to challenge #SoniaGandhi... http://t.co/qlUKq5n6xI",Madhya Pradesh,10537,2,2,0
rahulgandhi,Thu Apr 24 07:31:04 +0000 2014,#RahulGandhi at Hargaon: The first thing we will do is to pass the woman reservation bill if we form govt again,Madhya Pradesh,7071,1,4,0
soniagandhi,Thu Apr 24 08:49:04 +0000 2014,#SoniaGandhi in Gujarat starts her address :,Madhya Pradesh,7071,0,2,0
congress,Sun Apr 27 11:30:11 +0000 2014,"Projection of Priyanka Vadra shows  #Congress has dumped #pappu for sure. Do they have no imagination beyond the robber family?
#DamaadGate",Madhya Pradesh,1327,0,2,0
rahulgandhi,Sat May 03 09:02:34 +0000 2014,"“@EconomicTimes: #RahulGandhi in Amethi: We want to give ATMs to poor people”""Seriously?u couldn't give water n power!""",Madhya Pradesh,85819,8,7,3
congress,Wed Apr 30 11:06:02 +0000 2014,"For years, Americans have called on #Congress to simplify the tax code. They WON'T listen! #Repeal16 (1/2)",Madhya Pradesh,3160,0,0,0
rahulgandhi,Sat May 03 09:22:18 +0000 2014,"@amishra77 #RahulGandhi gave most highways to Amethi, this isn't development?",Madhya Pradesh,160,0,0,0
congress,Tue May 06 11:28:57 +0000 2014,USMC Mom RIPS City Council on AZ Immigration LAW (she is fed up!) RETWEET http://t.co/FlBmP2vFW1 #USMC #usa #congress #MarineCorps,Madhya Pradesh,5554,0,0,0
congress,Sat May 03 10:45:39 +0000 2014,@NationStands #Congress could've easily implemented Sec 4 of the #RTI instead of paying it lip service http://t.co/v11OvW1LJt,Madhya Pradesh,1041,0,0,0
soniagandhi,Fri May 02 13:16:19 +0000 2014,#Soniagandhi is hell bent to get a #justice appointed for #snoopgate before she is kicked out pity the #italian lady,Madhya Pradesh,422,0,0,0
INCIndia,Thu May 01 18:47:14 +0000 2014,MT @iostoconscurria:  FREE #MARO’ #Modi #Gandhi #BJP #BJP4India #INCIndia #INC #AAP  @Striscia @htTweets #BBCPanorama http://t.co/G5VzTndu0U,Madhya Pradesh,5357,0,0,0
INCIndia,Thu May 01 22:05:28 +0000 2014,MT @salsaispanica:  FREE #MARO’ #Modi #Gandhi #BJP #BJP4India #INCIndia #INC #AAP  @Striscia @htTweets #BBCPanorama http://t.co/NCC4qABUiR,Madhya Pradesh,1486,1,0,0
congress,Tue May 06 10:32:06 +0000 2014,Huge Network |  #Congress In the Loop: VIDEO: Was Robin Wright channeling... http://t.co/HfXJJvbFOg #RobinWright #WashingtonPost #News #HNN,Madhya Pradesh,368,0,0,0
soniagandhi,Fri May 09 10:26:29 +0000 2014,"మోడీ: అమిషా పటేల్ షో, బైక్‌పై గుల్ పనాగ్ (పిక్చర్స్) http://t.co/6JoBlJfxeT #SoniaGandhi",Madhya Pradesh,13020,0,0,0
congress,Tue May 06 10:44:43 +0000 2014,If Priyanka Gandhi aur Rahul Gandhi stays in amethi thy also will b booked for the same it's jst the cheap politics going on #congress,Madhya Pradesh,305,0,0,0
rahulgandhi,Tue May 06 10:45:08 +0000 2014,@ANI_news ha ha ha .. Nice JOKE pappu.. Teri mummy he Religion ke Nam pe VOTE mangtii hai Looteri. #RahulGandhi @incindia @ibnlive,Madhya Pradesh,151,0,0,0
RGinUP,Tue May 06 09:18:31 +0000 2014,"#RGinUP : 45,000 acre land was given to Adanji at mere rupees 1 rupee meter",Madhya Pradesh,320,2,2,0
RGinUP,Mon May 05 12:02:33 +0000 2014,"My great grand father belonged from your city, belonged from Allahabad : #RGinUP"" #Modu",Madhya Pradesh,21,0,0,0
soniagandhi,Fri May 09 09:48:38 +0000 2014,@timesofindia Why blame #SoniaGandhi Blame her speech writers for writing such nonsense. Her fault: Reading the dumb speech. #Elections2014,Madhya Pradesh,149,0,0,0
rahulgandhi,Mon May 12 11:20:11 +0000 2014,EC gives 3 more days to #RahulGandhi to respond to show cause notice http://t.co/6bGr0l0Suy #Elections2014,Madhya Pradesh,3196123,0,10,2
RGinUP,Sat May 10 08:35:52 +0000 2014,Congress has recognized the power of common man but opposition doesn't : #RGinUP,Madhya Pradesh,320,0,0,0
congress,Wed Apr 30 11:54:48 +0000 2014,#congress #obama: Meet some of the city's night owls. - Herald Sun http://t.co/wZ3Ruim8IB,Madhya Pradesh,164,0,0,0
rahulgandhi,Wed Apr 30 10:33:31 +0000 2014,"#RahulGandhi will address a public rally at Hindupur, Andhra Pradesh, today",Madhya Pradesh,320,0,0,0
RGinUP,Mon Apr 28 10:52:46 +0000 2014,If your name is Mahesh then you won't get any land but if your name is Adani you will have all benefits : #RGinUP,Madhya Pradesh,320,1,2,0
congress,Sat May 03 11:30:23 +0000 2014,just FEELS GOOD &gt;  100000MORE X R/T &gt; @RichardOHornos  @AFLCIO 📢Leave #POTUS ALONE! #Congress has the🔑to PASS #CIR REPEAL   @EspuelasVox,Madhya Pradesh,26846,5,96,0
rahulgandhi,Sat May 03 10:42:55 +0000 2014,Are politicians' children in the game only for their surnames? #RahulGandhi #PriyankaGandhi » The Indian Republic http://t.co/Oo6ezq7dlF,Madhya Pradesh,643,0,1,0
congress,Thu Apr 24 11:22:53 +0000 2014,#congress #obama: Keystone XL pipeline debate heats up - Arkansas News http://t.co/AnqMdgvwUx,Madhya Pradesh,164,0,0,0
rahulgandhi,Thu Apr 24 07:22:59 +0000 2014,@nkumar_ @Pressbrief #RahulGandhi last 10 yrs neend nahi khuli?,Madhya Pradesh,918,0,0,1
congress,Sun Apr 27 10:36:45 +0000 2014,#congress #obama: Dakota Co. Sheriff Bellows Not Seeking Re-Election | News | Dakota County News http://t.co/LXY2JIVlUW,Madhya Pradesh,164,0,0,0
soniagandhi,Sat Apr 26 15:11:28 +0000 2014,'ऐसे गुजरात मॉडल से देश को भगवान ही बचाए'- सोनिया गंधी http://t.co/yBGWDKUzO8 #Haribhoomi #SoniaGandhi #Namo,Madhya Pradesh,29,0,0,0
congress,Sat May 03 11:16:14 +0000 2014,"""@mpopat: @IamMihirPandya @dhaval241086 Wah. :-D"" Todi Nakho Phodi Nakho #Congress no #Bhukko Kari Nakho! #NaMo4PM #NaMo #AbkiBaarModiSarkar",Maharashtra,2356,0,0,0
soniagandhi,Thu Apr 24 04:23:27 +0000 2014,"""Rani"" goes to Italy to become ""Bride""..some years ago ""Bride"" from Italy came to India..to become ""Rani"" #RaniMukherjeeChopra #SoniaGandhi",Maharashtra,76,0,0,0
soniagandhi,Mon May 05 11:28:18 +0000 2014,@htTweets This is #RahulGandhi 's women empowerment scheme. Giving girls same platform as boys. #Pappu n #SoniaGandhi ke style mein.,Maharashtra,267,0,0,0
congress,Wed Apr 30 11:50:18 +0000 2014,"People can prefer less developed #India than radicalized-apartheid under #Modi,where #Muslims feel more secure with #Congress than BJP",Maharashtra,602,0,0,0
congress,Wed Apr 30 11:41:09 +0000 2014,"#JD(U) candidate #AkhtarulIman, pitted against #Congress #AsrarulHaq in #Kishanganj,withdrew his candidacy=shows the fear in #muslims",Maharashtra,602,0,0,0
soniagandhi,Sat May 03 04:44:32 +0000 2014,"@Iamtssudhir Its not how cheap this #SoniaGandhi is, it is how #AAP ka aam aadmi short sells himself.. a petty 100 bucks..wtf literally!!",Maharashtra,267,0,0,0
congress,Mon May 12 11:38:14 +0000 2014,"""@EconomicTimes: Ahmad Shakeel: #Congress has decided not to participate inany discussion onany news channel regarding exit polls.""@iMac_too",Maharashtra,776,0,0,0
rahulgandhi,Mon May 12 10:22:15 +0000 2014,#rahulgandhi via @indianexpress,Maharashtra,2546,0,0,1
soniagandhi,Sat Apr 26 15:18:34 +0000 2014,"#SoniaGandhi: God save the country.

#NaMo: God, I'll save the country. You just be with me.

See the difference!",Maharashtra,163823,0,3,0
soniagandhi,Fri May 09 11:25:34 +0000 2014,"""@INCLiveTweets: We pledge to bring Right to Healthcare,Right to Pension and Right to Shelter for the poor: #SoniaGandhi in BIhar""",Maharashtra,667,0,0,0
soniagandhi,Fri May 09 11:24:33 +0000 2014,"""@INCLiveTweets: We passed Right to Education,which ensures free education for children upto 14 yrs of age: #SoniaGandhi in Bihar""",Maharashtra,667,0,0,0
soniagandhi,Fri May 09 11:24:02 +0000 2014,"Land Acquisition Bill ensures adequate compensations for the lands acquired and prevents all forcible land grabbing: #SoniaGandhi in Bihar""",Maharashtra,667,0,0,0
congress,Wed Apr 30 11:56:34 +0000 2014,#congress leader #digvijaySingh in relation wid a gal who must be of his daughter's age... #buddhaPemeinJawaaniKaJosh,Maharashtra,522,0,0,0
congress,Thu Apr 24 11:41:43 +0000 2014,@aanifateema agr vote dalta toh #congress ko hi dalta :D moti ko zara bhi support nahi,Maharashtra,319,0,0,0
rahulgandhi,Sat May 03 10:05:50 +0000 2014,#RahulGandhi n #PriyankaGandhi say BJP stalled in court the electricity in Amethi n Raebareli given by MSY on Sonia's request.,Maharashtra,86,0,0,1
rahulgandhi,Mon May 12 11:27:27 +0000 2014,"#Verdict2014 :
#AliaBhatt Dumbness could only give a fight, but the Winner is as always, Maa kaa PAPPU #RahulGandhi.",Maharashtra,4,0,0,0
rahulgandhi,Sun Apr 27 07:40:57 +0000 2014,#PriyankaGandhi is great PM then #rahulgandhi.....they give tough fight to #NarendraModi,Maharashtra,115,0,0,0
rahulgandhi,Wed Apr 30 10:52:15 +0000 2014,now #RahulGandhi should die after seeing video leak out of #DigVijaySingh  still he is 43 year old virign #congress,Maharashtra,251,0,0,0
rahulgandhi,Tue May 06 10:47:44 +0000 2014,"Papa, 1 billion will answer in one voice to those who are insulting you. #RahulGandhi http://t.co/prRp8J5eIA",Maharashtra,14599,2,4,0
rahulgandhi,Wed Apr 30 08:20:13 +0000 2014,"#PriyankaGandhi ji say #RahulGandhi gave job to youngster.............. hahaha what joke maam.... still indian r jobless
War  #Elections2014",Maharashtra,59,0,0,0
soniagandhi,Wed Apr 30 02:00:10 +0000 2014,"@narendramodi's campaign is dangerous combination of religious fanaticism, power and money: #SoniaGandhi 

@WithCongress #UPA3",Maharashtra,14599,0,0,0
soniagandhi,Tue Apr 29 11:21:41 +0000 2014,"Seems #RahulGandhi n #soniagandhi has given up, nw Mrs. #PriyankaVadra is attacking #NaMo. Wht a fun person not competing is attaking #NaMo.",Maharashtra,276,0,0,0
rahulgandhi,Sat May 03 10:56:12 +0000 2014,"#RahulGandhi ने बढ़ाया सुनीता का दर्द, पढ़िए विस्तार से http://t.co/eYlzmXFsVo",Maharashtra,30980,0,0,0
soniagandhi,Fri May 02 07:12:45 +0000 2014,क्या #SoniaGandhi के राजनीतिक सचिव अहमद पटेल भी #NarendraModi के दोस्त हैं। जानने के लिए क्लिक करें। http://t.co/HRtUKWhDal,Maharashtra,30980,0,0,0
soniagandhi,Wed Apr 23 14:20:35 +0000 2014,Is #SoniaGandhi not a spreader of corruption and so called #Vanshwaad ? Why don' @arvindkejriwal contest against him ? #BehindCurtain ?,Maharashtra,273,0,0,0
rahulgandhi,Sun Apr 27 11:24:58 +0000 2014,#rahulgandhi  belives in #men_empowerment but in form of #jeejaji empowerment #DamaadGate,Maharashtra,87,0,0,0
congress,Thu Apr 24 10:30:19 +0000 2014,@INCIndia I voted for #INC on 17th april ..&amp; I choose my right party &amp; now its your turn ..Go ..&amp; Vote for #Congress,Maharashtra,209,4,20,0
congress,Thu Apr 24 10:30:19 +0000 2014,@INCIndia I voted for #INC on 17th april ..&amp; I choose my right party &amp; now its your turn ..Go ..&amp; Vote for #Congress,Maharashtra,209,4,20,0
rahulgandhi,Thu Apr 24 10:32:24 +0000 2014,@INCIndia vote for youth's Icon #RahulGandhi not for for advertising Icon ... @#$@,Maharashtra,209,0,0,0
rahulgandhi,Tue May 06 11:32:17 +0000 2014,"""@yuvadesh: Total debt of Gujarat is now Rs 180000 crore and Modi ji wants to become chowkidar of this country :  #RahulGandhi in Mirzapur""",Maharashtra,120,0,0,0
rahulgandhi,Mon May 12 08:36:33 +0000 2014,"All @INCIndia Inc supporters #Vote4Modi Bcoz. #Rahulgandhi Say People To Give Vote For BJP...See This Video http://t.co/IFFSn2A7lo""",Maharashtra,16353,0,0,0
congress,Wed Apr 30 11:52:53 +0000 2014,#Congress led govt. in Maharashtra is also giving land for development to #Adani why so much noise by Rahul Gandhi? http://t.co/KubmDlQ7U9,Maharashtra,33,0,0,0
INCIndia,Sun May 04 08:21:25 +0000 2014,"Bangladeshi &amp; Assam riot, Nation security &amp; welfare at risk, and role of #INCIndia &amp; #Media @BJP4India @narendramodi http://t.co/SIRN0sAJBb",Maharashtra,237,0,0,0
INCIndia,Wed May 07 09:59:41 +0000 2014,"Land allocation in Gujarat under Congress &amp; #NaMo rule, #RahulGandhi pls answer!?? @Swamy39 #INCIndia @narendramodi http://t.co/skHliPcoG9",Maharashtra,237,0,0,0
INCIndia,Wed May 07 09:59:08 +0000 2014,"Land allocation in Gujarat under Congress &amp; #NaMo rule, #RahulGandhi pls answer!?? @Swamy39 #INCIndia @narendramodi http://t.co/tyzHl1HJnw",Maharashtra,237,0,0,0
INCIndia,Wed May 07 09:58:34 +0000 2014,"Land allocation in Gujarat under Congress &amp; #NaMo rule, #RahulGandhi pls answer!?? @Swamy39 #INCIndia @narendramodi http://t.co/QHcu9e6lQA",Maharashtra,237,0,0,0
INCIndia,Wed May 07 09:57:36 +0000 2014,"Land allocation in Gujarat under Congress &amp; #NaMo rule, #RahulGandhi pls answer!?? @Swamy39 #INCIndia @narendramodi http://t.co/cnKEcIn7DT",Maharashtra,237,0,0,0
INCIndia,Wed May 07 08:53:48 +0000 2014,"Land allocation in Gujarat under Congress rule, #RahulGandhi pls answer !?? @Swamy39 #INCIndia @INCIndia http://t.co/BanTsXY0YE",Maharashtra,237,0,0,0
INCIndia,Wed May 07 08:01:47 +0000 2014,for all critics &amp; liars #INCIndia ‘Gujarat’s land acquisition model is best: DIPP /Accenture report’ @narendramodi http://t.co/QtvXxvlrAC,Maharashtra,237,0,0,0
INCIndia,Wed May 07 07:47:56 +0000 2014,"@Swamy39 sir, is there any provision in law under which petition can be made to dissolve #INCIndia for Public interest? @BJP4India",Maharashtra,237,0,0,0
rahulgandhi,Mon May 12 07:47:06 +0000 2014,#ElectionCommission complaint response to my online complaint about #RahulGandhi ’s presence in Amethi polling booth. http://t.co/CXViebfdTt,Maharashtra,237,0,0,0
INCIndia,Mon May 12 08:09:13 +0000 2014,"#INCIndia Ajay Rai says, “he didn’t know party symbols r not allowed when voting” other say “he wasn’t flashing hence no offence”",Maharashtra,237,0,0,0
INCIndia,Sat May 10 07:29:59 +0000 2014,#ElectionCommission interview with #KaranThapar clearly indicates #EC is sleeping with the #Congress #INCIndia,Maharashtra,237,0,0,0
INCIndia,Fri May 09 15:48:43 +0000 2014,why not directly file an FIR first this time?? #RahulGandhi #INCIndia #ElectionCommission http://t.co/6o3ulT2hyB,Maharashtra,237,0,0,0
INCIndia,Thu May 01 15:56:15 +0000 2014,God save India from these Gandhis' models... #INCIndia #Congress @INCIndia http://t.co/h5QuNp51ON,Maharashtra,237,0,0,0
congress,Tue May 06 10:58:15 +0000 2014,#LOLz #Rahul #Amethi #CONgress @narendramodi @AUThackeray @BJP4India @MahaBJP @ShainaNC  @geetababes @rupeshpatil77 http://t.co/sN4oC0JJ8h,Maharashtra,2803,3,4,0
rahulgandhi,Tue May 06 11:39:20 +0000 2014,Sometimes I feel that #PriyankaGandhi actually doesn't exist. #RahulGandhi hi shayad ghumta hai wig laga ke.,Maharashtra,1075,0,0,0
rahulgandhi,Tue May 06 11:12:41 +0000 2014,Kapil Sharma has sent a friend request to #RahulGandhi,Maharashtra,4052,0,0,1
rahulgandhi,Tue May 06 11:09:47 +0000 2014,"In India, only the members of Gandhi Nehru clan become martyrs. Rest of Indians only drop, dead!

#RahulGandhi #priyankagandhi #Neech",Maharashtra,4052,5,17,0
soniagandhi,Tue May 06 04:47:55 +0000 2014,@narendramodi n @BJP4India are so afraid of losing that they are not reading the realities.I want them to read history- #SoniaGandhi,Maharashtra,81270,2,1,2
soniagandhi,Mon May 05 10:51:10 +0000 2014,"#SoniaGandhi is addressing a rally at Muzzaffarpur, Bihar",Maharashtra,640,0,0,0
congress,Fri May 09 11:29:39 +0000 2014,"मोदी मागासवर्गीय नाहीच, काँग्रेसचा दावा http://t.co/w5IptXpYKb
#NarendraModi #Congress",Maharashtra,139905,1,0,1
congress,Fri May 09 10:32:24 +0000 2014,"#Congress does not attack anyone on personal front,this is not our policy:  @ajaymaken",Maharashtra,640,0,0,0
rahulgandhi,Fri May 09 10:07:51 +0000 2014,@EconomicTimes #RahulGandhi aur yeha see mp banne ke baad bhi u r talking of the same problems waah shehzede waah,Maharashtra,304,0,0,0
soniagandhi,Fri May 09 08:38:37 +0000 2014,How desperate is the #Congress and its allies in desperation they will do anything #SoniaGandhi will die for her son to be PM,Maharashtra,141,0,0,0
RGinUP,Fri May 09 08:36:19 +0000 2014,"Central Govt has provided funds for Uttar Pradesh,but it has not reached the people here,which is failure on State govt's part: #RGinUP",Maharashtra,640,0,0,0
congress,Mon May 12 11:58:03 +0000 2014,"Losers ""@EconomicTimes: Ahmad Shakeel: #Congress has decided not to participate in any discussion on any news channel regarding exit polls.""",Maharashtra,443,0,0,0
congress,Mon May 12 10:18:49 +0000 2014,"@EconomicTimes - #ArvindKejriwal should 1st be sure of wht is he fighting for/against...  corruption, black money, #Congress #NarendraModi",Maharashtra,207,0,0,0
rahulgandhi,Mon May 12 10:08:21 +0000 2014,"EC grants #RahulGandhi three more days to respond to show cause notice on his alleged remarks against #BJP ,earlier deadline was till today",Maharashtra,640,0,0,0
soniagandhi,Sun May 11 14:52:56 +0000 2014,What is happenning in #Varanasi is on behest of #SoniaGandhi World is watching Congress might boast #Secularism But d world knows,Maharashtra,25850,0,2,0
soniagandhi,Sun May 11 06:19:03 +0000 2014,So it clearly shows that Chief EC #Sampath is a congress chamcha and sucks up to madam #SoniaGandhi,Maharashtra,141,0,1,0
soniagandhi,Sun May 11 05:02:09 +0000 2014,As #ManmohanSingh writes his farewell speech n #SoniaGandhi plans a dinner for PM the nation gets ready for  a new drama with new star cast,Maharashtra,81270,1,5,0
congress,Wed Apr 30 11:56:07 +0000 2014,"Ques- What position does #DigvijaySingh hold in #Congress?
Ans- A very Awkward position..",Maharashtra,1044,0,0,0
congress,Wed Apr 30 11:09:25 +0000 2014,"Ashutosh joined #AAP
Amrita Rai has relations in #Congress.
But BJP is the one paying &amp; influencing media... funny, isn't it.",Maharashtra,563,0,0,0
rahulgandhi,Wed Apr 30 10:50:14 +0000 2014,'हे' दहशतवादाचा सामना काय करणार? - #RahulGandhi http://t.co/qwIWcoP9y6,Maharashtra,138242,0,0,0
rahulgandhi,Wed Apr 30 10:33:25 +0000 2014,"#RahulGandhi will address a public rally at Hindupur, Andhra Pradesh, today",Maharashtra,640,0,0,0
rahulgandhi,Wed Apr 30 09:56:26 +0000 2014,.@doctoratlarge He has empowered more women than #RahulGandhi has!,Maharashtra,213,0,0,0
rahulgandhi,Wed Apr 30 09:01:02 +0000 2014,@INCIndia ka Yuve Josh wala nara to #RahulGandhi ne bhi itna seriously nahi liya hoga jitan Diggy ne liye,Maharashtra,32,0,0,0
rahulgandhi,Wed Apr 30 08:40:15 +0000 2014,#RahulGandhi hai ki shaadi nahi kar rahe aur @INCIndia ke neta hai ki maje mar rahe hai :) best of lucky @digvijaya_28  and Amrita Rai,Maharashtra,32,0,0,0
rahulgandhi,Wed Apr 30 08:37:44 +0000 2014,"#NarendraModi paid such a huge complement to #RahulGandhi by comparing him to Kapil Sharma. Kapil Sharma could be angry,however.",Maharashtra,33274,1,4,1
rahulgandhi,Wed Apr 30 08:37:10 +0000 2014,Another joke on bechara #RahulGandhi and his mommy #Sonia ! Satya vachan! http://t.co/17Jqt8Onqs,Maharashtra,443,1,1,0
rahulgandhi,Wed Apr 30 07:56:32 +0000 2014,#Congress #AAP #BJP Eight Dumb Jibes Of #RahulGandhi In This Election Season http://t.co/mJSvMkTIaC,Maharashtra,1509,0,0,0
soniagandhi,Wed Apr 30 03:02:37 +0000 2014,"#SoniaGandhi, #NarendraModi , @arunjaitley ,Sahard Yadav ,Faruq Abdulla , @BJPRajnathSingh &amp; Lal Krushn Advani popular candidates of 7 phase",Maharashtra,3961,0,0,0
soniagandhi,Tue Apr 29 14:45:00 +0000 2014,@timesnow hav u people asked questions to #RahulGandhi #SoniaGandhi y our soldiers r dieing on our borders n wht steps u r going to take?,Maharashtra,135,0,0,0
soniagandhi,Mon Apr 28 12:01:59 +0000 2014,"EC showcause  to former Jharkhand CM B Marandi for appeal to bishops,pastors for support in polls.Why not #SoniaGandhi for her Muslims call?",Maharashtra,33274,0,7,1
soniagandhi,Mon Apr 28 09:48:27 +0000 2014,"Gujarat, under Shri Modi has a whopping debt of 1 Lakh 75 thousand Crore rupees: Smt. #SoniaGandhi https://t.co/OO6JiUPZ1F d
#VoteCongress",Maharashtra,1236,0,0,0
soniagandhi,Mon Apr 28 09:46:50 +0000 2014,"Gujarat, under Shri Modi has a whopping debt of 1 Lakh 75 thousand Crore rupees: Smt. #SoniaGandhi https://t.co/OO6JiUPZ1F 
#VoteCongress",Maharashtra,1236,0,0,0
soniagandhi,Mon Apr 28 09:07:19 +0000 2014,"It has started..haha @KanchanGupta ""@EconomicTimes: #PriyankaGandhi holds roadshow in Rae Bareli to campaign for #SoniaGandhi (Times Now)""",Maharashtra,227,0,0,0
soniagandhi,Mon Apr 28 07:42:51 +0000 2014,#CongressParty never gave any answers on any questions or any scam n they r asking for votes..#SoniaGandhi #RahulGandhi Italy Jane wale hai.,Maharashtra,135,0,0,0
congress,Sat May 03 11:14:46 +0000 2014,I wonder y I m losing followers so rapidly....I'm not even supporting #congress in this election,Maharashtra,970,0,0,0
soniagandhi,Sat May 03 00:16:11 +0000 2014,Left 2 Mrs #SoniaGandhi even Gandhi will bcom abuse like #Vadra  You will hv 2 call her only #PriyankaJi @smritiirani @BJP4India,Maharashtra,25850,1,1,0
soniagandhi,Fri May 02 18:19:09 +0000 2014,"@ETPolitics #Modi either ways congress has failed miserably, take responsibility and leave politics #RahulGandhi  &amp; #SoniaGandhi for ever",Maharashtra,756,0,0,0
INCIndia,Sat May 03 10:40:57 +0000 2014,#INCIndia I admire foresightedness of Mrs Gandhi who realized in 2004 itself damaging capacity of Modi &amp; started full efforts to destroy him,Maharashtra,596,0,0,0
INCIndia,Fri May 02 08:32:12 +0000 2014,"#INCIndia #TimesNow People expect more dignified mature behaviour from 150 yr old party of Gandhi, Nehru than resorting to CEC, SNOOPGATE !",Maharashtra,596,0,0,0
congress,Thu Apr 24 11:30:41 +0000 2014,"Yeh bharat desh hai apna.
Wake up &amp; Vote.
#WhoIsTheIdiot #Vote4Jhaadu #NaMo #Congress http://t.co/KbW13YsP96",Maharashtra,24539,0,0,0
congress,Thu Apr 24 11:18:33 +0000 2014,#vote #congress #successful,Maharashtra,883,0,0,0
congress,Thu Apr 24 11:06:46 +0000 2014,A vote against BJP!!! #BJP #Congress #india #AAP #democracy #government http://t.co/MtlcuNTC9E,Maharashtra,194,0,0,0
congress,Thu Apr 24 10:45:37 +0000 2014,"I dont care if you vote for #AAP, #BJP, #CONGRESS, #BSP or rather press #NOTA and come. But lift your #ass tell the #boss you have to #vote.",Maharashtra,593,0,0,0
congress,Thu Apr 24 10:30:44 +0000 2014,"It's not a holiday.
Wake Up &amp; Vote.
#WhoIsTheIdiot #Vote4Jhaadu #NaMo #Congress http://t.co/Taakx3Y23R",Maharashtra,24539,0,0,0
rahulgandhi,Thu Apr 24 11:37:02 +0000 2014,I think when #RahulGandhi says #WomenEmpowerment he means empowerment for the women in his family!,Maharashtra,178,1,0,0
soniagandhi,Tue Apr 22 17:24:30 +0000 2014,#bhagode @himanshu_raj007 @mayankgandhi04 waise #AAP wale comedy acha kar lete hai aur #SoniaGandhi aur #RahulGandhi pe bhi kabhi bola karo.,Maharashtra,135,0,0,1
congress,Sun Apr 27 11:11:25 +0000 2014,"Releasing a booklet on Rober(t) Vadra is way too bold!! Itna mind #development measures mein laga lo!! #DamaadGate
#BJP #congress",Maharashtra,506,0,0,0
congress,Sun Apr 27 11:11:24 +0000 2014,@smritiirani your best performance to date in the #Damaadshree video. Kudos. #damaadgate #Congress #NaMo,Maharashtra,237,0,1,0
