hashtags,dates,tweets,location,followers,fav,reply,retweet
namo,Fri Apr 05 09:19:52 +0000 2019,"आबरु तो कब की #निलाम हो चुकी है #2014 के बाजार मे 

चंद #चमचें ही बचें हैं #कांग्रेस आयेगी के #इतंजार मे 😂
 #NAMO #AGAIN ✌️",Maharashtra,382,0,0,0
maibhichowkidar,Tue Apr 02 10:56:46 +0000 2019,"@SwarajyaMag The policy decisions have far reaching effects . Irrespective of the government ,the decisions have im… https://t.co/dDGCBzxTYq",Maharashtra,185,0,0,0
ModiHaiToMumkinHai,Tue Apr 02 11:29:25 +0000 2019,@JhaSanjay #NamoAgain sir 😊 #PhirEkBarModiSarkar #ModiHaiToMumkinHai #BharatBoleModiModi,Maharashtra,18,1,0,0
ModiHaiToMumkinHai,Tue Apr 02 10:58:01 +0000 2019,"जिन लोगों को लगता है 5 सालो में कुछ नही हुआ, वो ये सोच के ही मोदीजी को वोट देदो की कांग्रेस को 60-70 साल दिए, मोदी… https://t.co/sRJ814LJ4F",Maharashtra,52,0,0,0
ModiHaiToMumkinHai,Fri Apr 05 10:25:58 +0000 2019,"This video gave #goosebumps to me.

#MainBhiChowkidar #NaMoAgain #ModiHaiToMumkinHai 
@DhrubaAditya https://t.co/VZfc8KRJmj",Maharashtra,159,3,1,0
maibhichowkidar,Sun Apr 07 11:23:39 +0000 2019,"@satishjha272 @GernailSaheb Ghafoora Chindhi Chor Hai. 

He converted the #MaiBhiChowkidar  to #IamISPR  and starte… https://t.co/U9eNW80tY9",Maharashtra,56,2,0,0
ModiHaiToMumkinHai,Mon Apr 08 11:45:13 +0000 2019,@sardesairajdeep @narendramodi #PhirEkBaarModiSarkar #ModiLaoDeshBanao #ModiHaiToMumkinHai #BJPSankalpPatr2019 #UrbanNaxals,Maharashtra,18,0,0,0
maibhichowkidar,Tue Apr 09 02:55:08 +0000 2019,"आज TV पे सुना "" अब होगा न्याय ""
हम तो कहेंगे पुरा न्याय होगा । क्योंकि चौकीदार आ रहें हैं, पुरे लेखा जोखा के साथ ।… https://t.co/FNdijNqHuI",Maharashtra,112,0,0,0
maibhichowkidar,Tue Apr 09 02:55:08 +0000 2019,"आज TV पे सुना "" अब होगा न्याय ""
हम तो कहेंगे पुरा न्याय होगा । क्योंकि चौकीदार आ रहें हैं, पुरे लेखा जोखा के साथ ।… https://t.co/FNdijNqHuI",Maharashtra,112,0,0,0
maibhichowkidar,Mon Apr 08 06:40:37 +0000 2019,"#MaiBhiChowkidar excellent video by FIF Rajasthan
@ZubinaAhmd
https://t.co/zZXvAArBeH
@RubikaLiyaquat @narendramodi",Maharashtra,1770,0,0,0
bjp,Thu Apr 04 11:53:36 +0000 2019,"Electricity(In Bihar):
#Congress-#RJD Government:
Average - #6hrs
#BJP-#JDU Government:
Average - #23hrs",Maharashtra,39,0,0,0
bjp,Sun Apr 07 11:57:48 +0000 2019,"Trump wants #BJP to be votedout this time 😂😂😂 He also said he will hunt them down...👏👏👏
#dosti_forever https://t.co/E5vKZxX5Yi",Maharashtra,7,2,0,0
bjp,Mon Apr 08 11:38:50 +0000 2019,"आदरणीय @smritiirani जी, आपके कार्य करने का जोश और जज़्बा देखकर, बहोत प्रभावित है। आपके साथ मिलकर BJP के लिए कार्य क… https://t.co/SOnbDNksod",Maharashtra,6,0,0,0
bjp,Wed Apr 10 11:49:38 +0000 2019,"#BJP 😡😡😡All India people think just for Indian people moments 👏👏👏पूरा देश परेशान है।।
 तब ही तो बोल रहे हैं कमल का… https://t.co/oCOO7mtHXL",Maharashtra,0,0,0,0
modi,Wed Apr 03 11:19:21 +0000 2019,और साथ ही विकास नामक सपने बीच भी आप खड़े है। 😊😊 #ModiOnceMore #ModiMatBanao #Modi #LoksabhaElections2019 https://t.co/kXo42zW60o,Maharashtra,59,1,0,0
modi,Thu Apr 04 10:58:22 +0000 2019,"Choice ??
#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu… https://t.co/hl4U4QA23A",Maharashtra,729,1,3,0
hindu,Thu Apr 04 10:58:22 +0000 2019,"Choice ??
#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu… https://t.co/hl4U4QA23A",Maharashtra,729,1,3,0
hindu,Thu Apr 04 10:29:38 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/aVMGW7zU0T,Maharashtra,729,0,2,0
hindu,Thu Apr 04 10:27:24 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/W6wb3LhWO9,Maharashtra,729,0,2,0
hindu,Thu Apr 04 10:25:39 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/G8cGQiERef,Maharashtra,729,2,1,0
hindu,Fri Apr 05 10:32:53 +0000 2019,Enjoy this New Year &amp; Beautiful Day With Your Friends And Family... Wishing You A Prosperous Gudi Padwa! #GudiPadwa… https://t.co/G4k6xjROTH,Maharashtra,24,1,1,0
ModiLaoDeshBanao,Sat Apr 06 11:53:25 +0000 2019,"#भारतीय_जनता_पार्टीच्या
#स्थापना_दिनाच्या
#हार्दिक_शुभेच्छा..!💐💐
#ModiHainTohMumkinHain 
#IndiaWantsModiAgain… https://t.co/fubSplJDr0",Maharashtra,7,0,0,0
ModiLaoDeshBanao,Sat Apr 06 11:30:56 +0000 2019,Thanks @VishalBhojak9 Ji for following me on @Twitter Let's #ModiLaoDeshBanao,Maharashtra,1824,0,1,0
hindu,Sun Apr 07 09:31:04 +0000 2019,"🙏!
.
.
.
#temple #travel #india #photography #travelphotography #love #hindu #architecture #instagram #pune #art… https://t.co/2Mo8qkzEE7",Maharashtra,24,2,0,0
hindu,Sun Apr 07 06:55:04 +0000 2019,"@AskAnshul Inside BHU hostel campus , #Hindu activists Gaurav Singh shot dead bye some gangster . 
No media no libe… https://t.co/Q87qikWxQn",Maharashtra,46,76,35,1
hindu,Mon Apr 08 08:53:16 +0000 2019,#MainBhiChowkidar #LoksabhaElections2019 #BJP4India #ElectionsWithTimes #Hindu https://t.co/vKtjXaPPqh,Maharashtra,25,0,0,0
hindu,Mon Apr 08 08:53:16 +0000 2019,#MainBhiChowkidar #LoksabhaElections2019 #BJP4India #ElectionsWithTimes #Hindu https://t.co/vKtjXaPPqh,Maharashtra,25,0,0,0
ModiLaoDeshBanao,Tue Apr 09 10:00:55 +0000 2019,"#ModiHainTohMumkinHain 
#ModiLaoDeshBanao https://t.co/WtVi58Qvql",Maharashtra,7,0,0,0
NarendraModi,Tue Apr 02 11:18:23 +0000 2019,"एनडीए सरकार ने मध्यम वर्ग के लिए कई कदम उठाए: प्रधानमंत्री मोदी
https://t.co/K6lFYPsO3E
#NarendraModi https://t.co/BhXp250PbL",Maharashtra,425,0,0,0
namo,Tue Apr 02 11:29:40 +0000 2019,"@TawdeVinod @iGopalShetty जीत ईतनी प्रचंड होनी चाहिये की कांगियो को #आयुष्यमान भारत योजना के तहत दिल के दौरा का ईलाज करवाना पडे
#NAMO AGAIN",Maharashtra,6,2,0,0
namo,Tue Apr 02 11:28:25 +0000 2019,"जीत ईतनी प्रचंड होनी चाहिये की कांगियो को #आयुष्यमान भारत योजना के तहत दिल के दौरा का ईलाज करवाना पडे
#NAMO AGAIN",Maharashtra,6,0,0,0
NarendraModi,Thu Apr 04 11:38:20 +0000 2019,"#WestBengal CM #MamataBanerjee in Cooch Behar on PM #NarendraModi :

Why will people watch your film? If people wan… https://t.co/YD9Xqu5Nw2",Maharashtra,268,0,0,0
NarendraModi,Thu Apr 04 10:58:22 +0000 2019,"Choice ??
#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu… https://t.co/hl4U4QA23A",Maharashtra,729,1,3,0
namo,Thu Apr 04 11:11:39 +0000 2019,"कहाँ गये ....पुरस्कार वापसीवाले...
#zayed award
#namo
#congress
@sanjaygore",Maharashtra,83,1,0,0
namo,Thu Apr 04 10:58:22 +0000 2019,"Choice ??
#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu… https://t.co/hl4U4QA23A",Maharashtra,729,1,3,0
namo,Thu Apr 04 10:29:38 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/aVMGW7zU0T,Maharashtra,729,0,2,0
namo,Thu Apr 04 10:27:24 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/W6wb3LhWO9,Maharashtra,729,0,2,0
namo,Thu Apr 04 10:25:39 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/G8cGQiERef,Maharashtra,729,2,1,0
amitshah,Thu Apr 04 10:58:22 +0000 2019,"Choice ??
#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu… https://t.co/hl4U4QA23A",Maharashtra,729,1,3,0
amitshah,Thu Apr 04 10:29:38 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/aVMGW7zU0T,Maharashtra,729,0,2,0
amitshah,Thu Apr 04 10:27:24 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/W6wb3LhWO9,Maharashtra,729,0,2,0
amitshah,Thu Apr 04 10:25:39 +0000 2019,#bjp #india #narendramodi #modi #congress #rahulgandhi #politics #indian #amitshah #rss #namo #hindu #delhi… https://t.co/G8cGQiERef,Maharashtra,729,2,1,0
amitshah,Thu Apr 04 08:58:28 +0000 2019,"JOIN BJYM Social Media PCMC

#ThursdayThoughts
#HardikPatel 
#AmitShah https://t.co/VdYZSRvPUO",Maharashtra,269,0,0,0
namo,Fri Apr 05 09:03:07 +0000 2019,@narendramodi See the development in 2014 and 2019 #Namo again https://t.co/m89OiMcV9l,Maharashtra,5,0,0,0
namo,Sat Apr 06 11:12:19 +0000 2019,"We Want #NAMO
#IndiaWantsModiAgain https://t.co/ooonOGDycD",Maharashtra,200,10,4,0
namo,Wed Apr 10 11:10:30 +0000 2019,"My observations during visits to #Delhi , #Ahemadabad , #Mumbai and other places in #India is that .. educated… https://t.co/WfFKVKSiEz",Maharashtra,63,2,1,0
amitshah,Wed Apr 10 08:51:00 +0000 2019,One of my young dynamic friend is not from #BJP or #Congress he just support what is good for India. has written on… https://t.co/QJqbiqMyp5,Maharashtra,16,0,0,0
chowkidarNarendraModi,Tue Apr 02 09:19:07 +0000 2019,"#NamoAgain
#Chowkidarnarendramodi
PM Modi ki Jai 🇮🇳🚩
PM Modi rescues Hyderabad woman who was held captive by her in… https://t.co/2m9rmbsJkv",Maharashtra,4,0,0,0
chowkidarNarendraModi,Wed Apr 03 09:36:45 +0000 2019,"कहो दिलसे....✌
नमो फिरसे.....✌
अबकी बार फिरसे मोदी सरकार......✌
@narendramodi @AmitShah 
@Pankajamunde… https://t.co/JOumgUJQ2w",Maharashtra,5,1,1,0
ModiHaiToMumkinHai,Wed Apr 03 10:55:06 +0000 2019,#ChowkidarKaKhauf #PhirEkBaarModiSarkar #ModiOnceMore #MainBhiChowkidarHun #ModiHaiToMumkinHai #BharatBoleModiModi https://t.co/d4LdALOHQp,Maharashtra,174,1,0,0
ModiHaiToMumkinHai,Thu Apr 04 11:02:43 +0000 2019,"Harr harr modi ,
Ghar ghar modi 🙏🙏🙏🙏 
#jaimodi #ModiHaiToMumkinHai #NamoAgain  #greatestcrossover #justameme… https://t.co/dZcwTH3hnl",Maharashtra,56,3,1,1
ModiHaiToMumkinHai,Thu Apr 04 10:38:49 +0000 2019,"राहुल गाँधी जो 20% लोगों को पैसे देंगे वो 80% लोगों से लेकर ही तो देंगे

इसलिए 80% वाले मोदी जी को वोट दे और पैसे ब… https://t.co/UA4bFWQowQ",Maharashtra,284,0,0,0
maibhichowkidar,Sat Apr 06 11:21:35 +0000 2019,"ये है विकास ।
सिर्फ नई योजनाएं नही तो मौजूद व्यवस्था को ठीक से चलाना भी ।
Kudos @PiyushGoyal ji
Kudos… https://t.co/lF7Q8GTgHp",Maharashtra,84,0,0,0
ModiHaiToMumkinHai,Sun Apr 07 10:41:06 +0000 2019,"मायावती बोलती है कि U.P के हर गाँव में शिक्षा और अस्पताल नही है,  
खुद चार बार मुख्यमंत्री रह चुकी है,तो पूछ किससे… https://t.co/Rkm0zhW5cu",Maharashtra,56,0,0,0
maibhichowkidar,Tue Apr 09 01:56:22 +0000 2019,@abpnewstv गरीब परिवार का पैसा लेके बेटा है और कहता है कि चोकीदार चोर है ....चोकीदार चोर नही चोकीदार असल में चोकीदा… https://t.co/BwlhNKGUks,Maharashtra,57,0,0,0
chowkidarNarendraModi,Tue Apr 09 09:33:41 +0000 2019,@aawaraEngineer It's time to support #ChowkidarNarendraModi I did my part :),Maharashtra,146,0,0,0
ModiHaiToMumkinHai,Tue Apr 09 09:58:25 +0000 2019,"Dear @RahulGandhi I will make much more Simple for you, Rather than you sharing wrong facts.

1) Coalgate+Gandhi
2)… https://t.co/4CrwLAaXKp",Maharashtra,212,3,1,0
maibhichowkidar,Wed Apr 10 11:36:31 +0000 2019,@OmarAbdullah @RahulGandhi Reason to endorse Modiji is to support the tukde tukde gang indirectly @OmarAbdullah jus… https://t.co/Ux6tdA8mhB,Maharashtra,1252,4,1,0
ModiHaiToMumkinHai,Wed Apr 10 11:55:00 +0000 2019,@rsprasad Sir Bina line pdhe bina paragraph pdhe hawa me Baate uchhalnewaloko aisa expose kro ki janta ko shakal na… https://t.co/cWcK664ND5,Maharashtra,19,2,0,0
hindu,Sun Apr 07 07:46:34 +0000 2019,"@ashutosh83B Sir please send me a copy of latest book #Hindu-Rashtra .  If can then I will send you my address. 
Pune-Amit",Maharashtra,271,0,0,1
modi,Wed Apr 03 11:06:05 +0000 2019,NaMo TV being advertised by major English channels during #Modi speech #indiatoday #timesnow,Maharashtra,256,0,1,0
namo,Sat Apr 06 07:41:33 +0000 2019,"#PlacardGangPolitics and #awardvapasigang

These people never held a single campaign against Pakistani actors and… https://t.co/MZBzSzsxl7",Maharashtra,103,0,0,0
amitshah,Wed Apr 10 04:22:01 +0000 2019,"BREAKING NEWS: 2019 के लोकसभा चुनाव से पहले एक बार फिर कांग्रेस पार्टी के बड़े नेताओ का असली चेहरा आया सामने!
#bjp… https://t.co/bYNDE0V5oM",Maharashtra,181,3,2,0
maibhichowkidar,Wed Apr 03 09:43:57 +0000 2019,"Good Homes deserve Good Security. 
Mealtango &amp; its Professional Delivery Staff salutes security guards everywhere.… https://t.co/PsvVcPGpdJ",Maharashtra,1583,0,0,0
chowkidarNarendraModi,Mon Apr 08 08:07:29 +0000 2019,Pappu giving employment opportunities by campaigning congress &amp; NCP.. ridiculous ...#NarendraModi #ChowkidarPhirSe… https://t.co/Mh5lh33U1M,Maharashtra,4,1,0,0
maibhichowkidar,Sat Apr 06 07:28:04 +0000 2019,"चौकीदार थे, है, और रहेंगे ..... भारत के।
भक्त थे, है, और रहेंगे ..... ईश्वर के।

#MaiBhiChowkidar #ChowkidarPhirSe… https://t.co/00AuV2WKbZ",Maharashtra,111,1,0,0
bjp,Sat Apr 06 11:49:04 +0000 2019,क्या मजबुरी है #ABP  की ....#BJP #Modi #Congress https://t.co/LPMqO2JSsp,Maharashtra,657,0,0,0
modi,Sat Apr 06 11:49:04 +0000 2019,क्या मजबुरी है #ABP  की ....#BJP #Modi #Congress https://t.co/LPMqO2JSsp,Maharashtra,657,0,0,0
namo,Thu Apr 04 11:14:06 +0000 2019,"@BJP4India @narendramodi Congratulations!!! @narendramodi ji
For getting highest civilian award of UAE- Zayed 🏅… https://t.co/DgG4KGWiHl",Maharashtra,4348,3,0,0
namo,Thu Apr 04 11:13:32 +0000 2019,"@SushmaSwaraj @narendramodi @MohamedBinZayed Congratulations!!! @narendramodi ji
For getting highest civilian award… https://t.co/i2fBosSIgq",Maharashtra,4348,1,0,0
namo,Thu Apr 04 11:13:03 +0000 2019,"@narendramodi Congratulations!!! @narendramodi ji
For getting highest civilian award of UAE- Zayed 🏅
#Zayed… https://t.co/KPcJGbaNtY",Maharashtra,4348,3,3,1
namo,Thu Apr 04 09:08:25 +0000 2019,"Congratulations!!! @narendramodi ji
For getting highest civilian award of UAE- Zayed 🏅
#Zayed
#ZayedMedal 
COUNTRY… https://t.co/MjBEB1mAhm",Maharashtra,4348,2,1,0
amitshah,Wed Apr 10 09:08:43 +0000 2019,"सच अब सामने आया है, चौकिदार चौकिदार है ही नहीं! 100 टक्के चोर ही है!!
#LokSabhaElections2019 #RafaleDeal… https://t.co/4oH0L2V3rj",Maharashtra,217,1,0,0
ModiHaiToMumkinHai,Sun Apr 07 09:53:53 +0000 2019,"@News18India #ModiHaiToMumkinHai 
#PhirEkBaarModiSarkar https://t.co/50NBBfAO5Z",Maharashtra,130,2,0,0
ModiHaiToMumkinHai,Sun Apr 07 09:49:07 +0000 2019,"#ModiHaiToMumkinHai

@narendramodi @myogiadityanath 
@AmitShah @rajnathsingh https://t.co/QAXPcEhJWv",Maharashtra,130,1,0,0
ModiHaiToMumkinHai,Mon Apr 08 10:40:57 +0000 2019,"@OfficialUrmila #PhirEkBaarModiSarkar 
#ModiHaiToMumkinHai 
#IndiaWantsModiAgain https://t.co/dhdXvhjjlq",Maharashtra,130,1,1,0
maibhichowkidar,Tue Apr 09 03:17:23 +0000 2019,"#PhirEkBaarModiSarkar
#MaiBhiChowkidar

आज देश में हर किसी को पीएम मोदी से उम्मीद है, और यही विश्वास लेकर आयेगा फिर… https://t.co/CaxA4SZBCp",Maharashtra,130,0,0,0
chowkidarNarendraModi,Sat Apr 06 03:54:34 +0000 2019,#ChowkidarNarendraModi  Adrniya Modi ji mere vote se m aap ko aajivan pradhan Mantri Rahne ki saja deta Hu...... ..… https://t.co/vGN8BQm6La,Maharashtra,2,0,0,0
ModiLaoDeshBanao,Sun Apr 07 11:25:49 +0000 2019,#LokSabhaElections2019 We support you for Independent Vote #PhirEkBaarModiSarkar #ModiLaoDeshBanao https://t.co/xSqwJqEkKO,Maharashtra,80,0,0,0
modi,Fri Apr 05 11:08:56 +0000 2019,"Look at this Chowkidar of BJP, she is in Mercedes and person is holding an umbrella for her.  Reminds me of British… https://t.co/ggdOPtb4Uj",Maharashtra,276,0,0,0
namo,Mon Apr 08 07:49:16 +0000 2019,"आबरु तो कब की #निलाम हो चुकी है #2014 के बाजार मे 

चंद #चमचें ही बचें हैं #कांग्रेस आयेगी के #इतंजार मे 
 #NAMO #AGAIN ✌️...",Maharashtra,6,0,0,0
ModiHaiToMumkinHai,Wed Apr 03 10:44:32 +0000 2019,The first Government to provide its 5 years report card. Modi haters can read and weep #BharatBoleModiModi… https://t.co/fS1hONWnof,Maharashtra,4,1,0,1
maibhichowkidar,Sat Apr 06 06:04:44 +0000 2019,"#ModiHaiToMumkinHai #MaiBhiChowkidar अब की बार, फिर मोदी सरकार     फर्स्टपोस्ट ट्रस्ट सर्वे: नरेंद्र मोद... :… https://t.co/xUvrKPVVqY",Maharashtra,948,0,1,0
maibhichowkidar,Sat Apr 06 11:22:59 +0000 2019,"@CMOMaharashtra @Dev_Fadnavis 
#washim
#MaiBhiChowkidar https://t.co/TCfBiaQX9I",Maharashtra,241,0,0,0
hindu,Sun Apr 07 08:43:31 +0000 2019,"This bro is raising a very imp point for #Hindus to consider

For God's sake, see it.. Hindu Population % is going… https://t.co/SkquKDR2Ca",Maharashtra,59944,26,9,30
bjp,Wed Apr 03 11:46:49 +0000 2019,एकीकडे हेतू प्राप्त करणारी सरकार आहे. तर दुसरीकडे घोटाळेबाजपत्र आहे जे खोट्या आश्वासनाने भरलेले आहे. या घोटाळेबाज प… https://t.co/e7vRXMYk9H,Maharashtra,2918,6,3,0
bjp,Thu Apr 04 11:53:44 +0000 2019,"आता देशाची दिशा आणि दशा बदलत आहे. मात्र, याचवेळी काँग्रेस अस्थिरता निर्माण करीत आहे. त्यामुळे जनतेच्या मनात संभ्रम… https://t.co/37SvgcjB69",Maharashtra,2918,8,3,0
NarendraModi,Wed Apr 03 11:46:49 +0000 2019,एकीकडे हेतू प्राप्त करणारी सरकार आहे. तर दुसरीकडे घोटाळेबाजपत्र आहे जे खोट्या आश्वासनाने भरलेले आहे. या घोटाळेबाज प… https://t.co/e7vRXMYk9H,Maharashtra,2918,6,3,0
NarendraModi,Tue Apr 09 11:43:01 +0000 2019,#नरेंद्रमोदी व #राहुलगांधी यांच्यात खुल्या व्यासपीठावरून आगामी #लोकसभानिवडणूक साठी जाहिरनाम्यावर विविध मुद्द्यांवरू… https://t.co/WASdNfjcVN,Maharashtra,3503,12,11,0
modi,Thu Apr 04 11:26:04 +0000 2019,"Join HalaPlay and get 200 to play fantasy cricket. 100% bonus to join leagues
Use refer code - kAe0tFwZl .
Download… https://t.co/RRiXePkDmV",Maharashtra,142,0,0,0
modi,Sun Apr 07 11:50:07 +0000 2019,#Modi Hai toh Aage Badhega.. Varna #Pakistan Jaise Halat Ho jayegi #LokSabhaElections2019 #review #IsBaarPhirModi… https://t.co/pzE0CyvD5V,Maharashtra,34,0,0,0
amitshah,Fri Apr 05 06:56:42 +0000 2019,"50 Reasons to Reject BJP in 2019.
Reason-39 #Jayshah
Jay Amit Shah, son of #AmitShah, President of BJP, a young pro… https://t.co/06DVMVTSYP",Maharashtra,69,8,4,1
namo,Sat Apr 06 10:30:35 +0000 2019,"देशाला गरज आहे अशाच खंबीर व निर्णयक्षम नेतृत्वाची!
#NaMoAgain #NaMo #PhirseModi #PhirEkBarModiSarkar #ModiSarkar… https://t.co/VLGRQmmYxY",Maharashtra,7001,10,1,0
NarendraModi,Mon Apr 08 11:30:43 +0000 2019,"छोट्या दुकानदारांना मिळणार आता दिलासा.
#BJPManifesto #BJPSankalpPatr2019 #PhirEkBarModiSarkar… https://t.co/ChYEuWCnBO",Maharashtra,7001,4,1,1
namo,Mon Apr 08 11:30:43 +0000 2019,"छोट्या दुकानदारांना मिळणार आता दिलासा.
#BJPManifesto #BJPSankalpPatr2019 #PhirEkBarModiSarkar… https://t.co/ChYEuWCnBO",Maharashtra,7001,4,1,1
namo,Mon Apr 08 09:30:14 +0000 2019,"शेतकऱ्यांच्या सन्मानार्थ मोदी सरकार!
#BJPManifesto #BJPSankalpPatr2019 #PhirEkBarModiSarkar #ModiHainTohMumkinHain… https://t.co/SgSNs20hJx",Maharashtra,7001,3,0,1
namo,Mon Apr 08 08:50:27 +0000 2019,"शेतकरी बांधवांना नवसंजीवनी
#BJPManifesto #BJPSankalpPatr2019 #PhirEkBarModiSarkar #ModiHainTohMumkinHain… https://t.co/Eu1Kgr8UOM",Maharashtra,7001,2,0,0
namo,Mon Apr 08 07:51:42 +0000 2019,"दहशतवादाचा होणार 'नायनाट'
#BJPManifesto #BJPSankalpPatr2019 #MainBhiChowkidar #MainBhiChowkidarHun… https://t.co/oYOjn95jD2",Maharashtra,7001,1,0,0
NarendraModi,Tue Apr 09 11:00:47 +0000 2019,"आता सामान्य जनता ही 'चौकीदाराला' पाठिंबा देतेय!
#MainBhiChowkidar #MainBhiChowkidarHun
#FirEkBarModiSarkar… https://t.co/uwcAQrr8am",Maharashtra,7001,6,1,1
namo,Tue Apr 09 11:00:47 +0000 2019,"आता सामान्य जनता ही 'चौकीदाराला' पाठिंबा देतेय!
#MainBhiChowkidar #MainBhiChowkidarHun
#FirEkBarModiSarkar… https://t.co/uwcAQrr8am",Maharashtra,7001,6,1,1
maibhichowkidar,Tue Apr 09 08:28:41 +0000 2019,"मै भी चौकीदार      नमो नमो जी 
देश के मान-सम्मान को बढ़ाने के लिए आज प्रत्येक नागरिक राष्ट्रसेवा हेतु चौकीदार बनकर… https://t.co/ddVZskeWrD",Maharashtra,43,0,0,0
bjp,Tue Apr 02 11:49:08 +0000 2019,"भाजपा का एक छोटा सा कार्यकर्ता भी कभी प्रधानमंत्री बन सकता है, पर एक कांग्रेसी चमचा जीवन भर चमचा ही बना रहता है..
😊यही सत्य है 😊 #BJP",Maharashtra,65,0,0,0
bjp,Sat Apr 06 11:52:09 +0000 2019,भारतीय जनता पार्टी उत्तर-मध्य मुंबई जिल्हा #चिटणीस पदी संदीप सिंह यांची निवड झाली असून जिल्हा अध्यक्ष श्री सुहास आ… https://t.co/9LRcRwKQLY,Maharashtra,12,7,4,0
hindu,Sat Apr 06 09:25:53 +0000 2019,"Happy GUDIPADWA🌹2019
हिंदू नववर्षाच्या खूप शुभेच्छा
#gudi
#gudipadwa #hindu #hindus #festivals #festivalseason… https://t.co/xehIB0aivR",Maharashtra,2,0,0,0
amitshah,Thu Apr 04 09:27:09 +0000 2019,plz change the firozabd candidate no bodies know him #AmitShah,Maharashtra,2,0,0,0
NarendraModi,Tue Apr 09 11:32:52 +0000 2019,#NarendraModi is not a typical World  leader.God has gifted him High Fashion Sense &amp; the Art  of Mix &amp; Matching.he… https://t.co/XnN6hwjCJP,Maharashtra,70,0,0,0
chowkidarNarendraModi,Sat Apr 06 05:06:52 +0000 2019,"navratri ki hardik subh kamnaye sir......
maa durge aapko hamesha swasth banaye rakhe. #ChowkidarNarendraModi",Maharashtra,0,0,0,0
maibhichowkidar,Sun Apr 07 07:17:32 +0000 2019,#MaiBhiChowkidar #IndiaSaysNaMoAgain #PhirEKBaarModiSarkaar https://t.co/iaxMdtpk5k,Maharashtra,892,0,0,0
amitshah,Sun Apr 07 09:38:46 +0000 2019,@abpnewstv #Amitshah ko hataau #BJP ko harnese bachaau.....fhir issko #LKAdvani ji ke pass bhejo. 😂😂😂,Maharashtra,17,0,0,0
modi,Tue Apr 02 11:03:25 +0000 2019,"#modi vs #mahathagbandhan .

Make ur choice, India! https://t.co/a3uKESUbNI",Maharashtra,398,2,1,0
NarendraModi,Wed Apr 10 11:30:00 +0000 2019,Pakistan's Premier Imran Khan has said he believes there may be a better chance of peace talks with India if Prime… https://t.co/jyeQvEG8HH,Maharashtra,14369,1,0,0
maibhichowkidar,Tue Apr 02 09:12:55 +0000 2019,"Navjot Singh Sidhu ( @sherryontopp ) is modern India's ""Jaichand"": @smritiirani @BJP4India @narendramodi
#ModiAgain… https://t.co/eLukEbCj8v",Maharashtra,7951,5,5,1
hindu,Tue Apr 02 10:49:43 +0000 2019,"@hinduismobrasil 
#Hinduísmo #hinduismo #hinduismobrasil #somoshindus #nithyananda #hindu #hinduísmo #hindutattoo… https://t.co/pji7sQPUDM",Maharashtra,9,0,0,0
NarendraModi,Wed Apr 10 11:56:04 +0000 2019,The great election bazaar is here: The great election bazaar is hereElections 2019 kick off on Thursday and parties… https://t.co/faB4sJ6nNU,Maharashtra,228343,0,0,0
namo,Sat Apr 06 10:58:49 +0000 2019,"@BJP4India Once again Modi waves . 
BJP will win more than 250 Seats  in upcoming Lok Sabha, no Doubt in mind.… https://t.co/4SfCQBri7Q",Maharashtra,13,0,0,0
modi,Tue Apr 09 11:47:46 +0000 2019,The only apt trend for #modi #begging #votes should be #modiBhikari,Maharashtra,252,0,1,0
amitshah,Tue Apr 09 10:05:26 +0000 2019,"#RahulGandhi ने tweet किया #Scared2Debate एक बार फिर @narendramodi को दी बहस के लिए चुनौती, 
'प्रधानमंत्री जी क्या… https://t.co/0vcI0MRUOY",Maharashtra,32721,6,2,2
